student_id,student_name,age,gender,country,university,program_level,field_of_study,year_of_study,tuition_usd,scholarship,online_classes,campus_facilities_rating,teaching_quality_rating,overall_satisfaction
893,Todd Anderson,27,Female,China,Marquez-Conway University,Master,Arts,1,43350,Yes,No,1,4,Very Dissatisfied
894,Darrell Murray,18,Other,Malaysia,"Jackson, Smith and Coleman University",Bachelor,Physics,1,18075,No,Yes,2,1,Dissatisfied
895,Eric Marshall,22,Other,USA,Davis and Sons University,Bachelor,Arts,5,18114,Yes,Yes,1,5,Very Satisfied
896,Michele Jackson,18,Female,Netherlands,Rodriguez LLC University,Bachelor,Engineering,5,22738,No,Yes,4,3,Neutral
897,Evan Wood,18,Female,UK,"Peters, Braun and Reynolds University",Bachelor,Computer Science,5,38789,No,No,5,4,Very Dissatisfied
898,Nicole Hall,25,Male,Japan,Stanley PLC University,PhD,Medicine,1,10320,No,Yes,1,1,Very Satisfied
899,Elizabeth Young,28,Female,Germany,Rodriguez-Walker University,Master,Computer Science,2,35952,Yes,No,3,1,Very Satisfied
900,Elizabeth Miles,28,Male,Netherlands,Simmons-Thomas University,Bachelor,Arts,5,11341,Yes,Yes,5,4,Dissatisfied
901,Chad Michael,19,Male,Canada,Mercado-Smith University,PhD,Business,4,30791,Yes,Yes,5,5,Dissatisfied
902,Bianca Howard,35,Other,India,"Taylor, Moore and James University",PhD,Social Sciences,1,42438,Yes,Yes,1,3,Neutral
903,Corey Bennett,21,Male,China,Sims-Ramos University,Bachelor,Medicine,5,39621,Yes,Yes,3,5,Dissatisfied
904,Sean Lowery,30,Female,Malaysia,"Moore, Phillips and Brown University",PhD,Physics,3,8636,No,Yes,4,3,Dissatisfied
905,Pamela Harris,33,Female,Canada,Holland-Thomas University,Master,Data Science,4,37436,No,No,5,4,Satisfied
906,Shannon Lawson,19,Female,France,Anderson Inc University,PhD,Data Science,4,19521,No,Yes,4,3,Very Dissatisfied
907,Michael West,33,Other,UK,"Chandler, Roberts and Moore University",Master,Data Science,3,18192,No,No,5,2,Dissatisfied
908,Jared Valentine,23,Other,France,Clark-Serrano University,Master,Arts,3,14925,Yes,No,5,3,Very Satisfied
909,John Hall,26,Other,Malaysia,Moore Ltd University,PhD,Business,2,31141,No,Yes,4,3,Satisfied
910,Melissa Harvey,18,Female,UAE,Johnson PLC University,PhD,Physics,3,42009,Yes,No,1,3,Satisfied
911,Tanya Benitez,32,Female,China,"Lang, Vaughan and Delgado University",Bachelor,Business,3,32962,Yes,No,4,5,Very Dissatisfied
912,Jessica Jones,18,Other,China,Sanders-Bernard University,Master,AI,3,40668,Yes,No,3,2,Satisfied
913,Stephanie Martinez,28,Male,USA,Davis-Curry University,Master,Arts,5,14323,No,Yes,5,3,Satisfied
914,Jesse Green,23,Male,Malaysia,Kennedy-Krause University,Bachelor,Physics,3,35789,Yes,Yes,4,1,Satisfied
915,Christina Hughes,25,Male,India,Conway Group University,Master,Business,4,40742,No,Yes,5,4,Very Dissatisfied
916,Natalie Curtis,29,Other,Germany,Martinez-Davenport University,Bachelor,AI,3,35666,Yes,No,4,1,Dissatisfied
917,Emily Davis,18,Male,Malaysia,Long-Shaffer University,Master,Law,2,45283,No,Yes,3,2,Very Satisfied
918,Amanda Thomas,33,Male,USA,Wood Inc University,Master,Business,1,49012,Yes,No,5,3,Neutral
919,Timothy Robinson,31,Male,India,White-Hudson University,PhD,Law,4,30617,No,Yes,2,4,Dissatisfied
920,Martha Ramos,31,Other,USA,Jones Group University,Master,Law,1,49890,Yes,No,3,1,Neutral
921,Vincent Johnson,33,Female,Netherlands,"Morgan, Thompson and Day University",Bachelor,Engineering,4,17092,Yes,No,4,5,Neutral
922,Matthew Benjamin,26,Male,France,Le Group University,Bachelor,Engineering,4,12065,Yes,Yes,4,5,Very Satisfied
923,Tiffany Mcneil,25,Female,Pakistan,"Lane, Aguilar and Ellison University",Master,Arts,2,13586,Yes,No,3,4,Very Dissatisfied
924,Daniel Mccoy,33,Other,China,Gentry Inc University,Master,Physics,2,13598,No,Yes,3,4,Neutral
925,Michael Young,28,Other,Japan,Wilson-Todd University,PhD,Medicine,3,10612,Yes,Yes,4,5,Satisfied
926,Robert Garrett,17,Female,Malaysia,Carson-Hubbard University,Master,Engineering,3,35457,No,Yes,3,1,Very Satisfied
927,Heidi Collins,23,Male,USA,Mendoza-Ferguson University,Bachelor,Physics,5,35407,No,No,5,3,Satisfied
928,Lauren Mueller,29,Other,Malaysia,Briggs Group University,Bachelor,Data Science,1,16055,No,No,5,5,Very Satisfied
929,Daniel Baker,21,Other,Australia,Green LLC University,Bachelor,Business,5,19048,Yes,Yes,3,1,Very Dissatisfied
930,Richard Banks,25,Female,France,Ferguson-Lopez University,Bachelor,Engineering,5,42733,Yes,No,1,5,Satisfied
931,Elizabeth Mitchell,30,Other,Japan,Lamb and Sons University,PhD,Data Science,4,25146,No,No,1,4,Dissatisfied
932,Dawn Hopkins,33,Other,Canada,"Burton, Harvey and Johnson University",Bachelor,Computer Science,5,9963,Yes,Yes,5,3,Neutral
933,Rachel Rocha,17,Other,Australia,Williams-Young University,Bachelor,Medicine,5,6294,Yes,No,3,4,Dissatisfied
934,Albert Ward,26,Other,UAE,Cross-Greene University,Bachelor,Computer Science,2,47187,Yes,Yes,2,2,Dissatisfied
935,Philip Mullins,30,Female,Pakistan,Green-Wilson University,PhD,Social Sciences,2,25102,No,Yes,2,3,Very Satisfied
936,Anita Shepherd,28,Other,Netherlands,"Fleming, Payne and Lopez University",Master,Arts,2,46810,No,Yes,4,3,Satisfied
937,Erin Smith,34,Other,India,Stone Group University,PhD,AI,1,48386,No,No,1,5,Very Satisfied
938,Richard Jones,27,Male,Germany,Edwards Group University,Master,Data Science,2,47299,Yes,No,4,1,Satisfied
939,Kurt Bishop,33,Other,Turkey,"Zimmerman, Howell and Kramer University",PhD,AI,1,5065,No,Yes,4,5,Satisfied
940,Tyler Graham,23,Male,Canada,"Hanson, Payne and Bates University",Bachelor,Law,2,36308,Yes,Yes,5,3,Very Satisfied
941,Jennifer Delacruz,20,Male,China,Boyle-Fisher University,Bachelor,Social Sciences,1,46133,No,No,2,2,Satisfied
942,Shelly Parker,22,Male,USA,Rhodes-Klein University,PhD,AI,2,49691,No,Yes,1,5,Very Satisfied
943,Sierra Bates,32,Female,Germany,Rogers Group University,Bachelor,AI,4,32435,No,Yes,5,2,Dissatisfied
944,Leah Evans,19,Male,Canada,"Collier, Douglas and Brown University",Bachelor,Social Sciences,5,3324,No,Yes,1,3,Satisfied
945,Brian Vasquez,32,Other,China,Nguyen-Phillips University,PhD,Law,1,14027,No,No,3,4,Neutral
946,Ryan Garcia,24,Other,UAE,"Moreno, Schaefer and Bishop University",Master,Data Science,3,9231,Yes,Yes,1,1,Very Satisfied
947,Rachael Rose,29,Male,Malaysia,Gonzalez Inc University,PhD,AI,5,23357,No,Yes,4,3,Dissatisfied
948,Adam Sosa,20,Other,France,"Taylor, Terrell and Glover University",PhD,Medicine,3,14038,No,No,1,1,Very Satisfied
949,Steven Shaw,32,Other,France,"Johnson, Campbell and Acosta University",Master,Social Sciences,2,48123,No,No,5,5,Very Satisfied
950,Kristy Preston,22,Male,Pakistan,"Vance, George and Li University",Master,Law,4,31117,Yes,Yes,4,4,Neutral
951,Samuel Evans,25,Male,Pakistan,Valdez-Grant University,Master,Social Sciences,3,12416,No,No,5,5,Very Dissatisfied
952,Jacob Ortega,29,Male,China,Graham-Marshall University,PhD,AI,5,30241,No,No,1,2,Very Satisfied
953,Lance Bishop,17,Male,Turkey,Garcia-Hoffman University,Bachelor,Social Sciences,3,43716,No,No,5,3,Dissatisfied
954,Brooke Henderson,35,Other,UAE,"Morse, Taylor and Miller University",PhD,Physics,1,11374,No,Yes,4,5,Neutral
955,Kevin Sweeney,34,Female,China,Lowery PLC University,Master,Engineering,5,23976,Yes,No,1,4,Very Satisfied
956,Keith Stewart,18,Female,Canada,Carr-Briggs University,PhD,Medicine,4,36766,No,Yes,3,3,Satisfied
957,Anthony Kelly,18,Male,Pakistan,"Stone, Ballard and Ramirez University",Master,Physics,1,17349,No,Yes,5,2,Dissatisfied
958,Renee Reynolds,28,Other,China,Powell-Williams University,Master,Social Sciences,2,25266,No,Yes,3,4,Very Dissatisfied
959,Anthony Ellison,31,Other,France,Becker Inc University,Bachelor,AI,3,22538,Yes,No,4,4,Satisfied
960,Alexis Hernandez,19,Male,India,Cooper LLC University,Bachelor,Data Science,2,17496,Yes,Yes,4,3,Very Satisfied
961,Ms. Emily Wolfe,26,Other,USA,"Reese, Smith and Avila University",Bachelor,Medicine,3,48718,No,No,1,2,Satisfied
962,Samuel Nicholson,17,Other,UAE,"Miller, Allen and Hoffman University",Master,Engineering,1,47247,No,No,3,3,Satisfied
963,Melinda Chapman,18,Male,India,Williams-Taylor University,Master,Arts,4,33805,No,Yes,4,1,Very Dissatisfied
964,Erin Bell,35,Other,Pakistan,Oneal-Reid University,Master,Physics,2,49037,Yes,No,4,5,Satisfied
965,Taylor Evans,19,Other,UK,Garrison Group University,Master,Business,3,26236,No,Yes,4,4,Very Satisfied
966,Chad Keller,25,Female,France,"Coleman, Cruz and Bailey University",Master,Business,4,19682,No,Yes,5,2,Very Dissatisfied
967,Cheyenne Valdez,32,Female,UAE,Haas-Wheeler University,Master,Physics,2,33981,No,No,3,2,Neutral
968,Wanda Scott,28,Female,UAE,Jackson-Harris University,PhD,Computer Science,4,33052,No,No,3,1,Very Satisfied
969,Adrienne Hernandez,31,Female,China,"Butler, Rivas and Santos University",PhD,Engineering,2,39706,Yes,Yes,2,3,Very Satisfied
970,Christine Duffy,17,Other,USA,Henry and Sons University,Master,Engineering,3,17278,No,Yes,4,4,Satisfied
971,Mary Santana,19,Other,China,"Villanueva, Johnson and Dominguez University",Master,Computer Science,5,47679,No,No,1,3,Very Satisfied
972,Devin Harris,24,Other,Japan,"Hernandez, King and Barnes University",Bachelor,Social Sciences,3,29826,No,No,2,4,Satisfied
973,Allison Gutierrez,29,Female,China,Kim Inc University,PhD,Data Science,3,43749,Yes,Yes,5,5,Satisfied
974,John Anderson,19,Other,Germany,"Jones, Steele and Hoffman University",PhD,Engineering,3,19515,Yes,Yes,5,4,Very Satisfied
975,Mark Wong,24,Female,China,"Hardy, Smith and Duncan University",Master,Physics,1,17913,No,Yes,2,5,Very Dissatisfied
976,Craig Cummings,19,Female,Japan,Harris Group University,Bachelor,Data Science,2,29887,No,No,5,4,Dissatisfied
977,Dennis Simmons,24,Other,UK,Curtis PLC University,Master,Social Sciences,4,8854,Yes,Yes,5,5,Neutral
978,Katie Bailey,30,Male,UK,Martin Inc University,Bachelor,Data Science,3,8811,No,Yes,1,2,Very Dissatisfied
979,Tina Clarke,35,Male,France,"Fox, Stewart and Rodriguez University",Bachelor,AI,3,7086,No,No,1,2,Very Dissatisfied
980,Crystal Lowery,32,Male,UK,Young-Richardson University,Master,Computer Science,2,30483,No,No,3,5,Dissatisfied
981,Shelby Dawson,31,Female,China,Sparks LLC University,Master,Data Science,5,17198,No,Yes,3,1,Very Satisfied
982,Jean Jackson,19,Other,UK,Santiago Group University,Master,Arts,2,10027,Yes,Yes,2,1,Dissatisfied
983,Donald Rose,28,Female,Japan,Perez-Sanders University,Bachelor,AI,2,19147,Yes,No,1,5,Very Satisfied
984,Shelia Williams,20,Male,Netherlands,"Lee, George and James University",PhD,Business,3,7760,Yes,No,3,1,Neutral
985,Terry Howell,26,Other,Germany,"Rasmussen, Fisher and Peck University",Bachelor,AI,2,8075,No,Yes,3,1,Satisfied
986,George Gutierrez,34,Male,UAE,"Cowan, Herman and Chang University",PhD,Data Science,1,46073,No,Yes,2,4,Dissatisfied
987,Andrea Tran,21,Male,Malaysia,Perry-Peterson University,Master,Data Science,3,46999,Yes,Yes,3,5,Dissatisfied
988,Tabitha Morton,17,Other,Canada,Jackson Group University,PhD,Medicine,4,11976,Yes,Yes,3,3,Satisfied
989,Daniel Franco,21,Male,UK,Rivera-Nguyen University,Master,Physics,3,49141,Yes,No,1,3,Satisfied
990,Brittany Gibson,35,Female,Malaysia,Terry-Richardson University,PhD,Engineering,5,36076,No,No,1,2,Dissatisfied
991,John Gordon,20,Male,Japan,Bass Inc University,Master,Arts,2,35883,No,Yes,5,2,Satisfied
992,Dr. Andrew Chan,22,Female,Australia,Thomas Inc University,PhD,Social Sciences,2,33226,Yes,No,1,1,Very Dissatisfied
993,John Hampton,24,Male,Australia,King-Chen University,PhD,Business,1,35579,Yes,No,4,4,Neutral
994,Nicholas Wyatt,34,Male,Australia,Ortega LLC University,PhD,Arts,5,24937,Yes,No,2,4,Satisfied
995,Luke Taylor,32,Female,France,"Silva, Case and Howard University",Bachelor,AI,1,37026,No,No,4,5,Very Satisfied
996,Angel Allen,31,Female,Turkey,Morrison-Nelson University,Master,Law,2,22581,Yes,Yes,3,5,Dissatisfied
997,Denise Willis,34,Female,Malaysia,"Nielsen, Bailey and Sullivan University",PhD,AI,1,40529,No,No,1,5,Very Satisfied
998,Dylan Sexton,26,Female,Canada,Gomez Group University,Bachelor,Business,2,28174,Yes,Yes,2,1,Dissatisfied
999,Ryan Cook,20,Female,India,Chaney-Chang University,Master,Medicine,4,18349,Yes,Yes,2,2,Very Satisfied
1000,Harry Taylor,21,Female,Turkey,Henderson Inc University,Master,Computer Science,4,29589,Yes,Yes,5,3,Very Satisfied
